,game,arena,stage,agent,human_data_type,alpha,Configuration,TV
99,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.016834341731899863
100,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.016800554302979012
101,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.2386480383119454
102,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.016834341731899863
103,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.26666666666666666
104,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.2386480383119454
105,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.19538654364756827
106,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.20132187096768736
107,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.1843217516484864
108,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.12376863212522857
109,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.19002508953647493
110,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.10455052620285929
111,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.14875888617102992
112,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.3909170883260481
113,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.3822582140637541
114,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.4207726255009603
115,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.11921529064837962
116,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.4156910547124252
117,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.11908822766713568
118,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.17394904824510893
119,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.0568907860593823
120,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.05047311691808515
121,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.07718543027195922
122,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.4676665435534797
123,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.05435457390690888
124,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.4659716646091719
125,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.2465992612997509
126,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.2136108061762711
127,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.1915583844734171
128,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.12128015288315633
129,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.5615354173630949
130,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.11923837823941484
131,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.5598900477391523
132,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.49695050283828734
133,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.1537787661260737
134,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.15377260479035237
135,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.06328909411804845
136,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.521127390866786
137,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.06328890663220763
138,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.5211578753153389
139,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.39820574569421063
140,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.1280331230707522
141,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.1280388612992029
142,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.12920068012392444
143,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.11740612243355118
144,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.12948528100519152
145,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.11786007656054082
146,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.18692046490364833
147,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.3239918196423101
148,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.32918020764007144
149,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.3316537286355796
150,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.30974476031497644
151,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.36523982264312893
152,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.3235914803809945
153,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.29646009148983965
154,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.21021833490963415
155,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.1905114553374769
156,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.2946880609937202
157,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.18738469918429948
158,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.2880759447860761
159,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.19378023251858725
160,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.32304174723235846
161,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.27688945798607145
162,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.29237061955225385
163,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.3346473354370182
164,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.2367625918342973
165,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.35905737701549706
166,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.23684210492377292
167,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.275232597974875
168,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.22333834507721356
169,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.3294189183223451
170,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.26296105575955475
171,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.26092746547152657
172,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.3291662436201971
173,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.2742646974077511
174,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.24969261085147945
175,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.5089135314074396
176,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.547076371880575
177,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.4619648762706409
178,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.2719779774967266
179,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.45554355303038785
180,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.21347633357354504
181,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.2908364641150325
182,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.5476734151770524
183,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.5484848425270372
184,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.42593668119289696
185,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.36363879541445804
186,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.4328129423784881
187,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Only Connect Weight,0.3136363636170504
188,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.5,Only Center Weight,0.30616846827009064
189,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,All Components,0.3126591936674399
190,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.5,Ablate Center Weight,0.3980977432928119
191,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Ablate Connect Weight,0.2779001257050415
192,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.5,Ablate Block Weight,0.30510093065903265
193,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.5,Only Block Weight,0.3163233469464997
